Service,Function,Method,UrlRef,File
"CustomerFieldService","list","GET","`${urlsApi.customerField.list}${convertParamsToString(params)}`","src/services/CustomerFieldService.ts"
"CustomerFieldService","update","POST","urlsApi.customerField.update","src/services/CustomerFieldService.ts"
"CustomerGroupService","delete","DELETE","`${urlsApi.customerGroup.delete}?id=${id}`","src/services/CustomerGroupService.ts"
"CustomerGroupService","list","GET","`${urlsApi.customerGroup.list}${convertParamsToString(params)}`","src/services/CustomerGroupService.ts"
"CustomerGroupService","update","POST","urlsApi.customerGroup.update","src/services/CustomerGroupService.ts"
"CustomerMarketingLeadService","delete","DELETE","`${urlsApi.customerMarketingLead.delete}?id=${id}`","src/services/CustomerMarketingLeadService.ts"
"CustomerMarketingLeadService","list","GET","`${urlsApi.customerMarketingLead.list}${convertParamsToString(params)}`","src/services/CustomerMarketingLeadService.ts"
"CustomerMarketingLeadService","update","POST","urlsApi.customerMarketingLead.update","src/services/CustomerMarketingLeadService.ts"
"CustomerService","addCustomerMA","POST","urlsApi.customer.addCustomerMA","src/services/CustomerService.ts"
"CustomerService","addCustomerViewer","POST","urlsApi.customer.addCustomerViewer","src/services/CustomerService.ts"
"CustomerService","addOther","POST","urlsApi.customer.addOther","src/services/CustomerService.ts"
"CustomerService","areaList","GET","`${urlsApi.customer.area}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","autoProcess","POST","urlsApi.customer.autoProcess","src/services/CustomerService.ts"
"CustomerService","cancelScheduler","POST","`${urlsApi.customer.cancelScheduler}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","checkInProcess","POST","`${urlsApi.customer.checkInProcess}`","src/services/CustomerService.ts"
"CustomerService","classifyAge","GET","`${urlsApi.customer.classifyAge}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCampaignJoined","GET","`${urlsApi.customer.classifyCampaignJoined}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustArea","GET","`${urlsApi.customer.classifyCustArea}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustCareer","GET","`${urlsApi.customer.classifyCustCareer}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustGroup","GET","`${urlsApi.customer.classifyCustGroup}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustomerCard","GET","`${urlsApi.customer.classifyCustomerCard}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustSource","GET","`${urlsApi.customer.classifyCustSource}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyCustType","GET","`${urlsApi.customer.classifyCustType}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyGender","GET","`${urlsApi.customer.classifyGender}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyIdentify","GET","`${urlsApi.customer.classifyIdentify}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyInteractTimes","GET","`${urlsApi.customer.classifyInteractTimes}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyNotInteractDay","GET","`${urlsApi.customer.classifyNotInteractDay}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyTopBought","GET","`${urlsApi.customer.classifyTopBought}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyTopInteract","GET","`${urlsApi.customer.classifyTopInteract}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyTopRevenue","GET","`${urlsApi.customer.classifyTopRevenue}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","classifyTopValueInvoice","GET","`${urlsApi.customer.classifyTopValueInvoice}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","createCall","POST","urlsApi.customer.update","src/services/CustomerService.ts"
"CustomerService","createFilterAdvanced","POST","urlsApi.customer.createFilterAdvanced","src/services/CustomerService.ts"
"CustomerService","createOpportunity","POST","urlsApi.customer.createOpportunity","src/services/CustomerService.ts"
"CustomerService","customerAssign","POST","urlsApi.customer.customerAssign","src/services/CustomerService.ts"
"CustomerService","customerAttributes","GET","`${urlsApi.customer.customerAttributes}`","src/services/CustomerService.ts"
"CustomerService","customerExchangeDelete","DELETE","`${urlsApi.customer.customerExchangeDelete}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","customerExchangeList","GET","`${urlsApi.customer.customerExchangeList}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","customerExchangeUpdate","POST","urlsApi.customer.customerExchangeUpdate","src/services/CustomerService.ts"
"CustomerService","customerReport","GET","`${urlsApi.customer.customerReport}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","customerSendEmail","POST","urlsApi.customer.customerSendEmail","src/services/CustomerService.ts"
"CustomerService","customerSendSMS","GET","`${urlsApi.customer.customerSendSMS}?templateId=${body.templateId}&customerId=${body.customerId}`","src/services/CustomerService.ts"
"CustomerService","customerSendSMS","POST","urlsApi.customer.customerSendSMS","src/services/CustomerService.ts"
"CustomerService","customerSendZalo","POST","urlsApi.customer.customerSendZalo","src/services/CustomerService.ts"
"CustomerService","customerZaloOA","GET","`${urlsApi.customer.customerZaloOA}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","delete","DELETE","`${urlsApi.customer.delete}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","deleteAll","POST","`${urlsApi.customer.delete}`","src/services/CustomerService.ts"
"CustomerService","deleteChartDynamicChart","DELETE","`${urlsApi.customer.deleteChartDynamicChart}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","deleteCustomerViewer","DELETE","`${urlsApi.customer.deleteCustomerViewer}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","deleteFilterAdvanced","DELETE","`${urlsApi.customer.deleteFilterAdvanced}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","deleteOpportunity","DELETE","`${urlsApi.customer.deleteOpportunity}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","descCustomerReport","GET","`${urlsApi.customer.descCustomerReport}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","detail","GET","`${urlsApi.customer.detail}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","detailChartDynamicChart","GET","`${urlsApi.customer.detailChartDynamicChart}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","detailCustomerReport","GET","`${urlsApi.customer.detailCustomerReport}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","detailOpportunity","GET","`${urlsApi.customer.detailOpportunity}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","detailScheduler","GET","`${urlsApi.customer.detailScheduler}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","downloadFile","GET","`${urlsApi.customer.downloadFile}/${id}/downloadError`","src/services/CustomerService.ts"
"CustomerService","exAttributes","GET","`${urlsApi.customer.exAttributes}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","exportMulti","POST","urlsApi.customer.exportMulti","src/services/CustomerService.ts"
"CustomerService","fieldChart","GET","`${urlsApi.customer.fieldChart}`","src/services/CustomerService.ts"
"CustomerService","filter","GET","`${urlsApi.customer.filter}${convertParamsToString(normalizeCustomerListParams(params))}`","src/services/CustomerService.ts"
"CustomerService","filterAdvanced","GET","`${urlsApi.customer.filterAdvanced}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","filterLstCustomer","GET","`${urlsApi.customer.filterLstCustomer}/${id}/customers${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","filterScheduler","GET","`${urlsApi.customer.filterScheduler}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","filterTable","GET","`${urlsApi.customer.filterTable}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","getAccountCall","GET","`${urlsApi.customer.getAccountCall}`","src/services/CustomerService.ts"
"CustomerService","linkUser","POST","urlsApi.customer.link","src/services/CustomerService.ts"
"CustomerService","listById","GET","`${urlsApi.customer.listById}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","listshared","GET","`${urlsApi.customer.listshared}${convertParamsToString(normalizeCustomerListParams(params))}`","src/services/CustomerService.ts"
"CustomerService","loginAccountAthena","POST","urlsApi.customer.loginAccountAthena","src/services/CustomerService.ts"
"CustomerService","lstAttachments","GET","`${urlsApi.customer.lstAttachments}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","lstChartDynamicChart","GET","`${urlsApi.customer.lstChartDynamicChart}`","src/services/CustomerService.ts"
"CustomerService","lstCustomerViewer","GET","`${urlsApi.customer.lstCustomerViewer}?customerId=${id}`","src/services/CustomerService.ts"
"CustomerService","lstOpportunity","GET","`${urlsApi.customer.lstOpportunity}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","lstUpload","GET","`${urlsApi.customer.lstUpload}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","numberFieldCustomer","POST","`${urlsApi.customer.numberFieldCustomer}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","parserEmail","GET","`${urlsApi.customer.parserEmail}?templateId=${templateId}`","src/services/CustomerService.ts"
"CustomerService","parserSms","GET","`${urlsApi.customer.parserSms}?templateId=${templateId}`","src/services/CustomerService.ts"
"CustomerService","parserZalo","GET","`${urlsApi.customer.parserZalo}?templateId=${templateId}`","src/services/CustomerService.ts"
"CustomerService","reloadData","POST","urlsApi.customer.reloadData","src/services/CustomerService.ts"
"CustomerService","resetDataCustomer","POST","urlsApi.customer.resetDataCustomer","src/services/CustomerService.ts"
"CustomerService","serviceSuggestions","GET","`${urlsApi.customer.serviceSuggestions}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","serviceSuggestionsv2","GET","`${urlsApi.customer.serviceSuggestionsv2}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","telesaleCallList","GET","`${urlsApi.customer.telesaleCallList}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","telesaleCallUpdate","POST","urlsApi.customer.telesaleCallUpdate","src/services/CustomerService.ts"
"CustomerService","update","POST","urlsApi.customer.update","src/services/CustomerService.ts"
"CustomerService","updateByField","POST","urlsApi.customer.updateByField","src/services/CustomerService.ts"
"CustomerService","updateChartDynamicChart","POST","urlsApi.customer.updateChartDynamicChart","src/services/CustomerService.ts"
"CustomerService","updateCustomeRelationship","POST","urlsApi.customer.updateCustomeRelationship","src/services/CustomerService.ts"
"CustomerService","updateCustomerEmployee","POST","urlsApi.customer.updateCustomerEmployee","src/services/CustomerService.ts"
"CustomerService","updateCustomerGroup","POST","urlsApi.customer.updateCustomerGroup","src/services/CustomerService.ts"
"CustomerService","updateCustomerSource","POST","urlsApi.customer.updateCustomerSource","src/services/CustomerService.ts"
"CustomerService","updateOneRelationship","POST","urlsApi.customer.updateOneRelationship","src/services/CustomerService.ts"
"CustomerService","updateScheduler","POST","urlsApi.customer.updateScheduler","src/services/CustomerService.ts"
"CustomerService","viewChartDynamicChart","GET","`${urlsApi.customer.viewChartDynamicChart}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","viewEmail","GET","`${urlsApi.customer.viewEmail}?id=${id}`","src/services/CustomerService.ts"
"CustomerService","viewFullPhone","GET","`${urlsApi.customer.viewFullPhone}${convertParamsToString(params)}`","src/services/CustomerService.ts"
"CustomerService","viewPhone","GET","`${urlsApi.customer.viewPhone}?id=${id}`","src/services/CustomerService.ts"
